Date,Type,Title,Rating (R relevant / B background / N not relevant),Where it lands on the site,URL
22 January 2021,Opinion of the Board (Art. 64),Opinion 03/2021 on the draft decision of the Belgian Supervisory Authority regarding the Controller Binding Corporate Rules of BDO,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-032021-on-the-draft-decision-of-the-belgian_en
14 January 2021,Internal document,Internal EDPB Document 1/2021 on the application of Art. 62 GDPR - Joint Operations,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-12021-on-the-application-of-art-62-gdpr-joint_en
14 January 2021,Legislative opinion,EDPB-EDPS Joint Opinion 1/2021 on standard contractual clauses between controllers and processors,B,Art 28 DPAs,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-12021-on-standard-contractual-clauses-between_en
14 January 2021,Legislative opinion,EDPB-EDPS Joint Opinion 2/2021 on standard contractual clauses for the transfer of personal data to third countries,B,Transfers,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-22021-on-standard-contractual-clauses-for-the_en
13 January 2021,Statement,Statement on the end of the Brexit transition period - update 13/01/2021,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-end-of-the-brexit-transition-period-update-13012021_en
13 January 2021,Other guidance,Information note on data transfers under the GDPR to the United Kingdom after the transition period - update 13/01/2021,B,Transfers,https://www.edpb.europa.eu/documents/other-guidance/information-note-on-data-transfers-under-the-gdpr-to-the-united-kingdom-0_en
19 December 2020,Internal document,Internal EDPB Document 5/2020 on how to proceed with cases under cooperation and consistency procedures in view of the end of the Brexit transition period,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-52020-on-how-to-proceed-with-cases-under_en
15 December 2020,"Reports, statements, and letters",EDPB Strategy 2021-2023,N,Institutional report,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-strategy-2021-2023_en
15 December 2020,Internal document,Internal EDPB Document 6/2020 on preliminary steps to handle a complaint: admissibility and vetting of complaints,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-62020-on-preliminary-steps-to-handle-a-complaint_en
15 December 2020,Internal document,Internal EDPB Document 07/2020 on the Terms of Reference of the EDPB Support Pool of Experts,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-072020-on-the-terms-of-reference-of-the-edpb_en
15 December 2020,Other guidance,Information note on data transfers under the GDPR to the United Kingdom after the transition period,B,Transfers,https://www.edpb.europa.eu/documents/other-guidance/information-note-on-data-transfers-under-the-gdpr-to-the-united-kingdom_en
15 December 2020,Guideline,Guidelines 06/2020 on the interplay of the Second Payment Services Directive and the GDPR,N,,https://www.edpb.europa.eu/documents/guideline/guidelines-062020-on-the-interplay-of-the-second-payment-services-directive-and_en
15 December 2020,Statement,Statement on the protection of personal data processed in relation with the prevention of money laundering and terrorist financing,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-protection-of-personal-data-processed-in-relation-with-the_en
15 December 2020,Guideline,Guidelines 2/2020 on articles 46 (2) (a) and 46 (3) (b) of Regulation 2016/679 for transfers of personal data between EEA and non-EEA public authorities and bodies,N,,https://www.edpb.europa.eu/documents/guideline/guidelines-22020-on-articles-46-2-a-and-46-3-b-of-regulation-2016679-for_en
15 December 2020,Statement,Statement on the end of the Brexit transition period,N,,https://www.edpb.europa.eu/documents/statement/statement-on-the-end-of-the-brexit-transition-period_en
15 December 2020,Opinion of the Board (Art. 64),Opinion 32/2020 on the draft decision of the Dutch Supervisory Authority regarding the Controller Binding Corporate Rules of Equinix,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-322020-on-the-draft-decision-of-the-dutch-supervisory_en
15 December 2020,Support Pool of Experts,EDPB Document on Terms of Reference of the EDPB Support Pool of Experts,N,,https://www.edpb.europa.eu/documents/support-pool-of-experts/edpb-document-on-terms-of-reference-of-the-edpb-support-pool-of_en
08 December 2020,Opinion of the Board (Art. 64),Opinion 29/2020 on the draft decision of the Lower Saxony Supervisory Authority regarding the Controller Binding Corporate Rules of Novelis Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-292020-on-the-draft-decision-of-the-lower-saxony_en
08 December 2020,Opinion of the Board (Art. 64),Opinion 28/2020 on the draft decision of the Spanish Supervisory Authority regarding the Controller Binding Corporate Rules of Iberdrola Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-282020-on-the-draft-decision-of-the-spanish_en
08 December 2020,Opinion of the Board (Art. 64),Opinion 27/2020 on the draft decision of the Danish Supervisory Authority regarding the Controller Binding Corporate Rules of Coloplast Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-272020-on-the-draft-decision-of-the-danish_en
07 December 2020,Opinion of the Board (Art. 64),Opinion 31/2020 on the draft decision of the competent supervisory authority of Poland regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-312020-on-the-draft-decision-of-the-competent_en
07 December 2020,Opinion of the Board (Art. 64),Opinion 30/2020 on the draft decision of the competent supervisory authority of Austria regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-302020-on-the-draft-decision-of-the-competent_en
07 December 2020,Opinion of the Board (Art. 64),Opinion 26/2020 on the draft decision of the competent supervisory authority of Denmark regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-262020-on-the-draft-decision-of-the-competent_en
19 November 2020,"Reports, statements, and letters",Statement on the ePrivacy Regulation and the future role of Supervisory Authorities and the EDPB,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-on-the-eprivacy-regulation-and-the-future-role_en
10 November 2020,Procedure,"EDPB Document on the procedure for the development of informal ""Codes of Conduct sessions""",N,EDPB internal procedure,https://www.edpb.europa.eu/documents/procedure/edpb-document-on-the-procedure-for-the-development-of-informal-codes-of-conduct_en
10 November 2020,Other guidance,Article 65 FAQ,N,,https://www.edpb.europa.eu/documents/other-guidance/article-65-faq_en
10 November 2020,Recommendation,Recommendations 02/2020 on the European Essential Guarantees for surveillance measures,B,TIA reference,https://www.edpb.europa.eu/documents/recommendation/recommendations-022020-on-the-european-essential-guarantees-for_en
09 November 2020,EDPB Binding Decisions,Decision 01/2020 on the dispute arisen on the draft decision of the Irish Supervisory Authority regarding Twitter International Company under Article 65(1)(a) GDPR,N,,https://www.edpb.europa.eu/documents/edpb-binding-decisions/decision-012020-on-the-dispute-arisen-on-the-draft-decision-of-the_en
20 October 2020,Guideline,Guidelines 4/2019 on Article 25 Data Protection by Design and by Default,R,"Readiness activities E1, E2",https://www.edpb.europa.eu/documents/guideline/guidelines-42019-on-article-25-data-protection-by-design-and-by-default_en
20 October 2020,Coordinated Enforcement Framework,EDPB Document on Coordinated Enforcement Framework under Regulation 2016/679,N,,https://www.edpb.europa.eu/documents/coordinated-enforcement-framework/edpb-document-on-coordinated-enforcement-framework_en
08 October 2020,Rules of procedure,Rules of Procedure - version 7,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-7_en
01 October 2020,Legal study by external providers,Study on the Big Data applications in the European insurance sector,N,,https://www.edpb.europa.eu/documents/legal-study-by-external-suppliers/study-on-the-big-data-applications-in-the-european_en
14 September 2020,Internal procedural guidance,EDPB Guidance on its Plenary Minutes,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-procedural-guidance/edpb-guidance-on-its-plenary-minutes_en
15 August 2020,Opinion of the Board (Art. 64),Opinion 25/2020 on the draft decision of the Swedish Supervisory Authority regarding the Controller Binding Corporate Rules of Tetra Pak,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-252020-on-the-draft-decision-of-the-swedish_en
15 August 2020,Opinion of the Board (Art. 64),Opinion 23/2020 on the draft decision of the competent supervisory authority of Italy regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-232020-on-the-draft-decision-of-the-competent_en
15 August 2020,Opinion of the Board (Art. 64),Opinion 19/2020 on the draft decision of the competent supervisory authority of Denmark regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-192020-on-the-draft-decision-of-the-competent_en
15 August 2020,Opinion of the Board (Art. 64),Opinion 21/2020 on the draft decision of the competent supervisory authority of the Netherlands regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-212020-on-the-draft-decision-of-the-competent_en
15 August 2020,Opinion of the Board (Art. 64),Opinion 22/2020 on the draft decision of the competent supervisory authority of Greece regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-222020-on-the-draft-decision-of-the-competent_en
